text,label  
文学曰：“古者，周其礼而明其教，礼周教明，不从者然后等之以刑，刑罚中，民不怨。故舜施四罪而天下咸服，诛不仁也。轻重各服其诛，刑必加而无赦，赦惟疑者。若此，则世安得不轨之人而罪之？今杀人者生，剽攻窃盗者富。故良民内解怠，辍耕而陨心。古者，君子不近刑人，刑人非人也，身放殛而辱后世，故无贤不肖，莫不耻也。今无行之人，贪利以陷其身，蒙戮辱而捐礼义，恒于苟生。何者？一日下蚕室，创未瘳，宿卫人主，出入宫殿，由得受奉禄，食大官享赐，身以尊荣，妻子获其饶。故或载卿相之列，就刀锯而不见闵，况众庶乎？夫何耻之有！今废其德教，而责之以礼义，是虐民也。春秋传曰：‘子有罪，执其父。臣有罪，执其君，听失之大者也。’今以子诛父，以弟诛兄，亲戚相坐，什伍相连，若引根本之及华叶，伤小指之累四体也。如此，则以有罪反诛无罪，无罪者寡矣。臧文仲治鲁，胜其盗而自矜。子贡曰：‘民将欺，而况盗乎！’故吏不以多断为良，医不以多刺为工。子产刑二人，杀一人，道不拾遗，而民无诬心。故为民父母，以养疾子，长恩厚而已。自首匿相坐之法立，骨肉之恩废，而刑罪多矣。父母之于子，虽有罪犹匿之，其不欲服罪尔。闻子为父隐，父为子隐，未闻父子之相坐也。闻兄弟缓追以免贼，未闻兄弟之相坐也。闻恶恶止其人，疾始而诛首恶，未闻什伍而相坐也。老子曰：‘上无欲而民朴，上无事而民自富。’君君臣臣，父父子子。比地何伍，而执政何责也？”,儒家  
御史曰：“夫负千钧之重，以登无极之高，垂峻崖之峭谷，下临不测之渊，虽有庆忌之捷，贲、育之勇，莫不震慑悼栗者，知坠则身首肝脑涂山石也。故未尝灼而不敢握火者，见其有灼也。未尝伤而不敢握刃者，见其有伤也。彼以知为非，罪之必加，而戮及父兄，必惧而为善。故立法制辟，若临百仞之壑，握火蹈刃，则民畏忌，而无敢犯禁矣。慈母有败子，小不忍也。严家无悍虏，笃责急也。今不立严家之所以制下，而修慈母之所以败子，则惑矣。”,法家  
纣为炮烙之刑，而秦有收帑之法，赵高以峻文决罪于内，百官以峭法断割于外，死者相枕席，刑者相望，百姓侧目重足，不寒而栗。诗云：‘谓天盖高，不敢不局。谓地盖厚，不敢不蹐。哀今之人，胡为虺蜥！’方此之时，岂特冒蹈刃哉？然父子相背，兄弟相嫚，至于骨肉相残，上下相杀。非刑轻而罚不必，令太严而仁恩不施也。故政宽则下亲其上，政严则民谋其主，晋厉以幽，二世见杀，恶在峻法之不犯，严家之无悍虏也？圣人知之，是以务和而不务威。故高皇帝约秦苛法，以慰怨毒之民，而长和睦之心，唯恐刑之重而德之薄也。是以恩施无穷，泽流后世。商鞅、吴起以秦、楚之法为轻而累之，上危其主，下没其身，或非特慈母乎！,儒家  
民之仰法，犹鱼之仰水，水清则静，浊则扰；扰则不安其居，静则乐其业；乐其业则富，富则仁生，赡则争止。是以成、康之世，赏无所施，法无所加。非可刑而不刑，民莫犯禁也；非可赏而不赏，民莫不仁也。若斯，则吏何事而理？今之治民者，若拙御之御马也，行则顿之，止则击之。身创于棰，吻伤于衔，求其无失，何可得乎？干溪之役土崩，梁氏内溃，严刑不能禁，峻法不能止。故罢马不畏鞭棰，罢民不畏刑法。虽曾而累之，其亡益乎？,儒家  
御史曰：“严墙三刃，楼季难之；山高干云，牧竖登之。故峻则楼季难三刃，陵夷则牧竖易山巅。夫烁金在炉，庄蹻不顾；钱刀在路，匹妇掇之；非匹妇贪而庄蹻廉也，轻重之制异，而利害之分明也。故法令可仰而不可踰，可临而不可入。诗云：‘不可暴虎，不敢冯河。’为其无益也。鲁好礼而有季、孟之难，燕哙好让而有子之之乱。礼让不足禁邪，而刑法可以止暴。明君据法，故能长制群下，而久守其国也。”,法家  
古者，明其仁义之誓，使民不踰；不教而杀，是虐民也。与其刑不可踰，不若义之不可踰也。闻礼义行而刑罚中，未闻刑罚行而孝悌兴也。高墙狭基，不可立也。严刑峻法，不可久也。二世信赵高之计，渫笃责而任诛断，刑者半道，死者日积。杀民多者为忠，厉民悉者为能。百姓不胜其求，黔首不胜其刑，海内同忧而俱不聊生。故过任之事，父不得于子；无已之求，君不得于臣。死不再生，穷鼠啮狸，匹夫奔万乘，舍人折弓，陈胜、吴广是也。当此之时，天下俱起，四面而攻秦，闻不一期而社稷为墟，恶在其能长制群下，而久守其国也？,儒家













